Product,Quantity,Sale Date,Customer,City,State,Unit Price,Total Value
western,4,2023-12-12,Brian Davies,Port Jackie,NV,67.46,269.84
during,1,2023-11-17,Catherine Reynolds,Ronnietown,TN,31.63,31.63
fill,2,2023-03-22,Jessica Barber,South Danielmouth,NH,97.9,195.8
out,10,2023-11-02,Meagan Gates,Hernandezmouth,TX,14.04,140.4
design,8,2023-08-14,Daniel Williams,East Robert,IL,14.11,112.88
almost,6,2023-01-28,Robert Dillon,Guerraborough,WV,18.39,110.34
boy,5,2023-06-29,Sabrina Holland,Port Theresahaven,ME,10.76,53.8
statement,6,2023-09-29,Raymond Stewart,Lake Crystal,HI,77.65,465.9
your,7,2023-06-03,Michael Hernandez,New Jessica,PA,55.02,385.14
relationship,6,2023-07-19,Dorothy Delgado,North Aaron,FM,77.67,466.02
book,6,2023-01-16,Stacey Mcintosh,Douglasmouth,NY,97.65,585.9
garden,2,2023-04-09,David Robinson,Markville,MP,39.82,79.64
budget,9,2023-06-27,Matthew Dickerson MD,New Francisco,WY,19.09,171.81
seek,3,2023-12-19,Dr. Randy Green DDS,South Emily,NC,12.13,36.39
doctor,7,2023-06-26,Krista Munoz DDS,Lake Nicholasbury,CO,52.93,370.51
party,1,2023-08-19,Brooke Nichols,West Ryan,MI,36.11,36.11
fly,3,2023-07-18,Anthony Kelley,Lake Joseph,NY,71.41,214.23
ago,2,2023-07-28,Mrs. Kristen Henderson,Smithbury,NJ,89.67,179.34
set,2,2023-09-04,April Martinez,East Marcus,DE,95.75,191.5
treatment,4,2023-03-17,Kristina Jennings,Lake Jamesfort,IL,89.6,358.4
drive,3,2023-03-14,Connie Morrison,Garymouth,NC,79.19,237.57
college,3,2023-09-27,Jorge Alvarez,Lake Frankfort,IL,99.41,298.23
newspaper,9,2023-07-05,Daniel Crawford,Lake Theresaville,OK,56.47,508.23
hand,10,2023-03-04,Michael Patton,South Billyshire,AS,68.63,686.3
community,6,2023-09-15,Wayne Richards,Hessbury,MD,50.27,301.62
modern,3,2023-11-20,Molly Lyons,East Alyssafort,NE,40.51,121.53
real,6,2023-07-19,Heidi Bell,West Erintown,MH,66.11,396.66
bill,7,2023-09-24,Russell Jones,Lake William,ID,13.6,95.2
wish,7,2023-12-09,Jessica Mitchell,Brownmouth,MH,31.52,220.64
west,10,2023-10-27,Carol Lee,Tammytown,MT,64.62,646.2
plant,3,2023-12-24,Evan Hicks,South Jason,SC,61.02,183.06
myself,8,2023-03-09,Justin Duffy,Stevenmouth,TN,18.77,150.16
continue,1,2022-12-27,Paul Reed,East Riley,NY,22.84,22.84
article,5,2023-08-11,Hannah Kim,Arellanoberg,ID,59.24,296.2
audience,2,2023-03-23,Kimberly Moore,Port Catherine,DC,54.9,109.8
series,8,2023-04-14,Katherine Simmons,Muellerburgh,IN,38.23,305.84
community,5,2023-07-24,Janet English,Smithfurt,SC,24.53,122.65
sometimes,5,2023-03-25,Chad Washington,Janetton,PA,61.89,309.45
drug,6,2023-09-25,Wanda Reed,Hunterberg,WA,18.03,108.18
improve,3,2023-05-10,Carrie Evans,North Linda,OR,73.96,221.88
generation,8,2023-01-27,Stacie Jones,Coltonmouth,HI,33.21,265.68
health,8,2023-10-19,Sarah Schmitt,Port Jennifer,NC,98.06,784.48
partner,8,2023-10-07,Angelica Butler,North Dianaport,DE,68.53,548.24
authority,3,2023-03-14,John Chapman,Port Karenberg,KS,94.58,283.74
personal,10,2023-11-03,Jason Andersen,Morenotown,AZ,53.94,539.4
everything,6,2023-09-08,James Russo,Maystown,VT,87.31,523.86
team,7,2023-08-31,Jose Garrett,Port Kristina,DC,46.81,327.67
significant,10,2023-02-22,Madison Wilcox,New Eric,WV,92.54,925.4
occur,3,2023-10-19,Tammie Jackson,North Staceytown,PA,49.67,149.01
cost,9,2023-09-30,Alicia Phelps,East Lauraberg,ND,86.04,774.36
reflect,6,2023-01-12,Erin Gibbs,Timothymouth,HI,43.63,261.78
present,7,2023-04-05,Robert Brown,North Josephfurt,AZ,55.53,388.71
upon,5,2023-06-13,Maria Mckee,North Georgehaven,SD,88.97,444.85
begin,1,2023-03-10,Tracy Flores,Brownland,PA,65.86,65.86
across,1,2023-09-03,Renee Eaton,West Kevin,GA,76.69,76.69
according,4,2023-04-07,Lonnie Quinn,Toddbury,NE,72.98,291.92
unit,9,2023-10-20,Isabella Weeks,Port Amychester,NJ,10.71,96.39
health,2,2023-01-22,Nicole Hall,Wongmouth,CO,36.16,72.32
vote,3,2023-03-04,Christopher Johnson,Sullivanmouth,GU,61.31,183.93
follow,2,2023-02-05,James Vang,Robertstad,OR,30.07,60.14
chance,8,2023-10-19,Mr. Cameron Murphy,Port Justinchester,LA,70.22,561.76
boy,6,2023-07-28,Cassandra Lewis,Port Diamondfort,TX,51.93,311.58
hold,9,2023-06-21,Jade Clark,North Jon,NC,91.01,819.09
piece,8,2023-06-18,Tiffany Miles,Danamouth,MD,19.82,158.56
nation,3,2023-01-18,David Carter,Tiffanyville,AR,75.86,227.58
possible,7,2023-03-24,Gina Lozano,Bowenmouth,IA,79.14,553.98
easy,4,2023-04-08,Mitchell Clark,New Becky,AL,46.14,184.56
do,2,2023-08-15,Christy Mills,Noahberg,TN,38.56,77.12
quality,10,2023-09-13,Samantha Lam,Baileyton,OK,53.77,537.7
yet,8,2023-02-25,Jennifer Peterson,Heidiborough,ID,20.29,162.32
any,8,2023-04-15,Johnathan Dickson,Rossview,NE,13.45,107.6
although,3,2023-12-10,John Patrick,New Melissafort,ME,95.37,286.11
million,3,2023-06-03,Kenneth Hall,North Craigborough,CA,67.62,202.86
despite,6,2023-10-30,Jennifer Gillespie,Laneview,LA,61.14,366.84
four,10,2023-08-11,Kelly Brown,Ashleyburgh,MD,79.68,796.8
several,1,2023-10-07,Samuel Simmons,Jasonport,MT,94.28,94.28
green,6,2023-03-13,Amy Woodard,East Michealshire,WA,81.06,486.36
sit,8,2023-07-23,Sandra Perry,Colehaven,NC,29.21,233.68
sea,4,2023-03-23,Toni Thompson,West Kyle,AS,88.12,352.48
later,7,2023-11-03,James Rodriguez,Kimberlyhaven,NY,34.29,240.03
spend,3,2023-06-01,Christopher Williams,West Carolshire,LA,17.52,52.56
chair,2,2023-06-07,Sarah Salas,Port Veronica,PA,34.65,69.3
who,2,2023-01-19,Tyler Orozco,Daisyport,CT,36.85,73.7
never,8,2023-08-23,Charles Hudson,South Karifort,MS,88.42,707.36
recent,9,2023-05-14,Catherine Reynolds,West Ashleyport,ID,29.27,263.43
similar,5,2023-07-18,Kenneth Boyer,Carlosland,OH,26.57,132.85
hair,1,2023-05-23,Steven Williams,Kingville,NJ,18.32,18.32
drop,7,2023-08-07,Michael Lane,South Anthony,WY,40.78,285.46
turn,5,2023-01-30,Steven Tyler,Thomasstad,CT,24.81,124.05
field,6,2023-09-21,Stephanie Schroeder,East Jennifer,WY,94.77,568.62
cost,8,2023-11-27,Melanie Patterson,North Erikmouth,MS,52.79,422.32
technology,3,2023-12-20,Brian Lindsey,Joneschester,IN,96.9,290.7
he,7,2023-03-02,John Walton DDS,Reginafurt,AZ,41.92,293.44
challenge,10,2023-09-26,Katie Gutierrez,Harrischester,CT,45.02,450.2
special,1,2023-04-17,Shane Johnson,Lake Pamelaton,WA,60.48,60.48
wonder,10,2023-10-27,Angela Stevens,East Tina,GU,27.87,278.7
against,10,2023-12-10,Courtney Smith,West Billhaven,NV,65.49,654.9
art,6,2023-08-21,Robert Martinez,West Daniel,ND,69.77,418.62
attack,6,2023-09-29,Michael King,South Kristenview,LA,11.28,67.68
game,8,2023-12-01,Erin Clark,West Kristineview,MS,94.04,752.32
police,8,2023-04-07,Stephen Dyer,East Wesleyville,AK,87.79,702.32
former,2,2023-06-13,Seth Hubbard,Nathanton,NV,81.28,162.56
stuff,7,2023-07-20,Lori Ramos,East Amyport,NC,33.65,235.55
kitchen,1,2023-09-08,John Thompson,East Jessicaville,MI,98.94,98.94
positive,3,2023-06-02,Alisha Mitchell,South Jacqueline,MO,67.09,201.27
opportunity,10,2023-01-27,James Maddox,Floydport,CA,18.77,187.7
for,4,2023-07-25,Kimberly Edwards,Port Meredith,MH,77.11,308.44
operation,4,2023-09-23,Teresa Acevedo,Murilloview,LA,47.82,191.28
cultural,9,2023-11-27,Cheyenne Davis,Lake Dominiquetown,SC,79.69,717.21
remain,10,2023-01-13,Mr. Jonathan Floyd,Lake Manuel,ME,43.98,439.8
amount,6,2023-07-30,Gabriella Mejia,Lake Allisonstad,OH,28.88,173.28
center,4,2023-03-09,Omar Torres,Lake Ryan,MP,97.46,389.84
why,10,2023-06-01,Katrina Blake,Lake Sarah,KS,95.96,959.6
fine,6,2023-06-16,April Anderson,Victoriastad,MD,83.24,499.44
majority,1,2023-11-21,Alexander Rivera,Lake Danashire,FL,37.18,37.18
perhaps,5,2023-11-16,Rick Perez,South Erinhaven,WV,55.19,275.95
line,2,2023-02-09,Austin Landry,Brownmouth,NY,72.94,145.88
risk,8,2023-10-23,Christopher Ayers DVM,Jesusmouth,HI,47.26,378.08
industry,6,2023-06-12,Daniel Martinez,North Shannonstad,MH,41.7,250.2
behavior,9,2023-05-14,Mr. Mitchell Schmidt,Johnsontown,OK,48.33,434.97
to,6,2023-07-30,Thomas Dennis,Sandrastad,NC,20.2,121.2
foreign,3,2023-04-02,Jeremy Lamb,West Tylerland,PW,51.29,153.87
time,6,2023-05-11,Ashley Carson,Mccarthymouth,KY,25.92,155.52
take,10,2023-12-02,Miss Erin Perez DDS,South Sara,NY,24.64,246.4
more,7,2023-08-11,Becky Lee,South Donnachester,FL,44.34,310.38
account,7,2023-03-05,Justin Hayes,Lake Brian,PA,67.07,469.49
attack,10,2023-12-03,Julie Miller,Johnside,IN,94.41,944.1
first,2,2023-11-07,Donna Hernandez,New Rebecca,FM,99.58,199.16
assume,2,2023-01-08,Jonathan Hernandez,Port Ethan,VT,18.07,36.14
member,1,2023-02-13,Carla Ward,Katherineland,MO,65.46,65.46
including,7,2023-04-29,Ronald Nichols,North Davidville,AK,19.33,135.31
wall,10,2023-10-25,Vanessa Davidson,West Terrence,VI,93.45,934.5
bank,2,2023-01-10,Benjamin Hunter,Morganmouth,VT,67.02,134.04
mission,9,2023-08-24,Barbara Ruiz,Jacobshire,ND,62.31,560.79
yard,1,2023-09-01,Julie Anderson,East Mitchellstad,UT,70.09,70.09
week,7,2023-09-10,Tiffany Owens,Adamsfort,NC,29.07,203.49
condition,8,2023-04-10,Natalie Young,New Ernestmouth,IL,59.64,477.12
the,2,2023-11-11,Ashley Carr,Juliefurt,SD,27.6,55.2
air,8,2023-05-14,Suzanne Dickerson,Ericstad,WV,95.55,764.4
bag,6,2023-10-30,Richard Reeves,Bishopberg,AL,97.09,582.54
edge,8,2023-08-02,Kevin Parker,Ginaview,FM,47.16,377.28
story,7,2023-04-08,Latoya Fox,Mcguireborough,FL,10.68,74.76
rate,6,2023-12-21,Helen Ibarra,South Markton,MT,80.4,482.4
he,9,2023-12-13,Bruce Wilson,Robertburgh,ID,35.52,319.68
pass,5,2023-02-22,Alexandra Cole,Rebeccaton,MP,37.67,188.35
action,7,2023-02-22,Terry Thompson,Blackmouth,VT,70.6,494.2
else,1,2023-02-27,Eric Dunn,North Susan,AZ,91.02,91.02
likely,7,2023-05-30,Dr. Jennifer Gonzales,West Alec,PA,12.94,90.58
past,1,2023-12-25,Mark Alvarado,Terriview,AK,23.8,23.8
education,6,2023-01-04,Michael Mccoy,Hannahfurt,NY,85.67,514.02
like,9,2023-08-06,Diamond Little,Webbhaven,TX,83.8,754.2
father,10,2023-06-13,Amanda Tate,North Anthonytown,VT,38.57,385.7
reason,3,2023-08-06,Brett Harris,New Michelleland,IN,96.32,288.96
within,7,2023-12-22,Thomas Jones,Jensentown,AZ,31.76,222.32
exactly,7,2023-10-13,Alexis Oliver,Wilsonbury,CT,27.34,191.38
themselves,7,2023-01-23,Edward Gray,Raymondtown,NJ,84.57,591.99
sit,10,2023-10-13,Jessica Vincent,Martinville,MH,48.62,486.2
seek,7,2023-09-22,Kimberly Griffin,East Lesliebury,NY,97.96,685.72
matter,3,2023-02-27,Rachel Hernandez,North Aliciachester,CT,46.28,138.84
west,6,2023-05-09,Eileen Martin,Johnsonside,CA,56.55,339.3
poor,7,2023-07-06,Russell Allen,Robinsonbury,NM,30.79,215.53
any,3,2023-02-23,Stephanie Dawson,Samuelfort,AS,55.38,166.14
claim,10,2023-09-22,Brent Archer,Port Davidtown,LA,80.59,805.9
federal,5,2023-08-04,Eric Soto,Hansonland,WA,85.36,426.8
give,3,2023-03-16,Heather Kennedy,Owenston,KS,95.38,286.14
reflect,4,2023-07-01,Janet Carroll,Nicolehaven,SC,18.39,73.56
economy,1,2023-09-01,Craig Griffin,Hallberg,GU,49.37,49.37
do,10,2023-11-28,Samantha Richards,West Peggyville,UT,23.77,237.7
happen,10,2023-02-25,Jose Garcia MD,Port Heathertown,WV,73.68,736.8
method,2,2023-06-30,Vicki Smith,East Amandaport,VA,61.46,122.92
inside,1,2023-10-19,Christopher Williams,West Rachelton,VT,76.81,76.81
side,3,2023-02-02,Brandon Harper,Lake Annestad,RI,98.51,295.53
onto,6,2023-06-11,Caleb Harris,South Williamberg,WA,26.79,160.74
blue,4,2023-09-02,Barbara Bond,Randyview,OK,36.72,146.88
rise,9,2023-06-27,Claudia Hall,Robertstad,NH,85.64,770.76
decade,7,2023-07-14,Susan Vaughan,Jeffbury,ND,79.34,555.38
consumer,1,2023-08-24,Tiffany Fitzpatrick,Mitchellborough,WA,34.75,34.75
tonight,3,2023-11-18,Philip Hester,Port Matthew,ID,66.47,199.41
party,10,2023-04-17,Morgan Gibbs,Munozbury,KY,88.02,880.2
paper,2,2023-01-24,Steven Patel,Rachelport,WA,51.32,102.64
back,10,2023-04-02,Barry Brown,Brendafort,GU,21.04,210.4
attention,3,2023-10-22,Andrea Watkins,New Lindsaymouth,AL,35.42,106.26
this,3,2023-07-15,Paul Carroll,East Markland,OH,18.35,55.05
matter,8,2023-03-17,Scott Clay,North Kimberly,FM,86.02,688.16
hospital,4,2023-05-16,Sharon Lara,West Edwin,IA,45.17,180.68
stage,8,2023-01-27,Kelly Perez,Riveraview,ID,81.59,652.72
morning,7,2023-07-18,Steven Robertson,Leachport,PW,16.62,116.34
we,2,2023-07-02,Robert Stevens,Andersonview,TX,28.93,57.86
stage,7,2023-05-20,Shelly Wells DDS,East Rosefort,DC,43.77,306.39
order,6,2023-05-13,Karen Young,Amandaport,NE,67.02,402.12
service,8,2023-11-01,Donald Sanchez,New Mark,LA,82.77,662.16
receive,3,2023-03-07,John Davidson,Martinezfurt,MH,36.89,110.67
various,3,2023-11-21,Olivia Chambers,Lake Stevenmouth,SC,69.37,208.11
enter,10,2023-11-20,Jordan Williams,Jamestown,NJ,86.93,869.3
figure,2,2023-06-08,Phyllis Hubbard,Lake Dana,TX,97.83,195.66
economic,6,2023-05-18,Raymond Estrada,Crawfordside,VI,53.55,321.3
however,10,2023-02-05,Lisa Wood,Wolfebury,NM,64.0,640.0
account,1,2023-02-28,Andrea Gilbert,New Emily,MS,24.25,24.25
enough,5,2023-08-20,Jason Thomas,Dunlapland,SC,93.39,466.95
around,4,2023-07-13,Jay Parker,Lake Louischester,NJ,64.55,258.2
miss,9,2023-06-16,Johnny Baxter,Stephensonchester,IN,12.07,108.63
else,9,2023-04-13,Miss Amy Miller,West Christinemouth,CA,78.49,706.41
clearly,4,2023-04-14,Rhonda Moore,Bruceberg,PW,88.02,352.08
agency,2,2023-06-27,Vincent Ray,North Phyllis,PW,90.87,181.74
although,1,2023-07-01,Alyssa Smith,North Robertport,CA,39.48,39.48
sort,4,2023-07-30,Michael Johnson,New Robert,PR,17.51,70.04
top,3,2023-11-30,Michael Martinez,Lake Adam,AZ,34.08,102.24
reality,8,2023-09-14,Lauren Williams,East Michellestad,NV,27.93,223.44
white,2,2023-06-01,Angela Johnson,East Nataliestad,MD,41.37,82.74
star,9,2023-12-12,Jessica Taylor,New Thomas,NM,68.67,618.03
follow,8,2023-04-09,Justin Brewer,West Rachel,DC,77.07,616.56
find,8,2023-11-08,Richard Lee,Lake Charles,NM,49.25,394.0
pressure,7,2023-05-16,Jamie Smith,South Nicholas,NE,93.01,651.07
name,5,2023-09-09,Heather Perkins,South Matthew,PW,25.57,127.85
social,5,2023-08-05,Christopher Franklin,Lake Mark,VT,96.57,482.85
in,2,2023-08-25,Michelle Wu,Lake Erica,CT,62.53,125.06
decision,10,2023-12-11,Katrina Kane,Weaverland,SC,38.04,380.4
thus,4,2023-11-11,Jeremy Dorsey,North Troy,AK,95.84,383.36
alone,8,2023-11-21,James Jackson,Colemanberg,OH,49.01,392.08
tonight,8,2023-02-06,Lauren Ortiz,Washingtonmouth,AS,48.14,385.12
since,5,2023-08-23,Mrs. Lindsay Schneider,New Chad,LA,83.43,417.15
man,10,2023-11-21,Eric Reyes,Joneston,WV,19.68,196.8
financial,7,2023-04-11,Lisa Stevens,Lake Jennifer,PW,48.64,340.48
information,10,2023-10-14,Jorge Rivas,Diazton,GU,41.76,417.6
his,2,2023-03-20,Katie Hicks,New Brandon,PA,50.45,100.9
study,1,2023-04-15,Tammy Smith,Padillaside,UT,96.23,96.23
ok,5,2023-08-18,Ryan Hardin,North Albert,WI,62.82,314.1
less,5,2023-04-26,William Holland MD,Lake Dana,IA,64.35,321.75
something,9,2023-10-28,Andrew Martin,Lake Donaldport,WA,41.7,375.3
heart,1,2023-08-12,Henry Lopez,Pachecoburgh,MH,20.32,20.32
black,6,2023-07-22,Michael Garcia,Smithborough,KS,48.64,291.84
however,3,2023-02-12,Jessica Jackson,Port Daniel,PW,42.2,126.6
try,2,2023-11-18,Thomas Chapman,Lake Justin,SD,29.37,58.74
probably,6,2023-07-03,Jennifer Bowen,New Brianburgh,KY,43.48,260.88
go,6,2023-03-31,Miss Leslie Collins,South Jillian,CO,21.01,126.06
economy,6,2023-09-09,Kimberly Johnson,Christinefort,NJ,71.95,431.7
range,6,2023-12-14,Nicholas Riley,Port Troystad,UT,29.24,175.44
key,10,2023-04-19,Alexander Mitchell,Lake Ryanshire,NY,81.57,815.7
figure,4,2023-02-16,Brittany Newman,Laurenmouth,IA,60.55,242.2
hope,7,2023-04-08,Emily Williams,Amandaton,FL,35.53,248.71
arm,4,2023-06-20,Elizabeth Jones,West Karenville,NC,57.45,229.8
page,2,2023-08-29,Erin Hale,Port Victoria,MO,60.49,120.98
step,10,2023-11-15,Linda Aguilar,North Cody,NC,95.16,951.6
weight,2,2023-01-13,Paul Jones,Matthewshaven,MA,61.66,123.32
those,7,2023-06-02,Gary Frey,Lopezmouth,MT,71.39,499.73
majority,7,2023-10-10,Jennifer Nguyen,New Daniel,TN,38.6,270.2
do,6,2023-01-28,Steven Douglas,Anthonychester,OR,27.83,166.98
particularly,1,2023-07-09,Felicia Mcdonald,North Mirandachester,LA,82.25,82.25
note,8,2023-08-24,Benjamin Warner,Brownfurt,PR,14.21,113.68
machine,5,2023-10-02,Matthew Harris,Michaelmouth,MP,47.91,239.55
unit,2,2023-03-30,Thomas Thomas,Lorraineborough,CT,50.75,101.5
media,10,2023-01-09,Dennis Lopez,Port Jennifer,OK,39.42,394.2
machine,7,2023-07-27,Jeffrey Torres,Josemouth,NM,31.28,218.96
me,1,2023-07-07,Michelle Clark,West Jamieshire,ID,35.65,35.65
weight,10,2023-07-10,Joseph Bryant,North Nicole,OK,98.92,989.2
air,8,2023-10-22,Matthew Beck,Parkerview,WY,35.59,284.72
boy,7,2023-11-30,George Aguilar,Coreymouth,MP,13.33,93.31
anything,9,2023-06-03,Roger Morris,Alexanderhaven,VI,92.62,833.58
final,1,2023-10-03,Jackie Savage,Lake Sheilaland,ME,40.37,40.37
happen,1,2023-07-09,Megan Gardner,Lake Brandon,NY,16.25,16.25
either,2,2023-01-10,Michael Ortiz PhD,Millerchester,HI,84.69,169.38
fly,7,2023-11-03,Wanda Mejia,Dixonberg,OK,75.09,525.63
article,5,2023-10-10,Shannon Peterson,Lake Frankview,SD,38.55,192.75
personal,6,2023-11-29,Eric Robinson,New Thomasmouth,GU,46.03,276.18
her,9,2023-05-22,Jennifer Fischer,West Lawrence,DE,79.72,717.48
high,8,2023-09-19,Michael Cunningham,Lake Christinaborough,KS,65.11,520.88
sit,7,2023-02-05,Curtis Rivera,West Karenmouth,NM,36.86,258.02
class,8,2023-03-28,Christopher Holder,Fostershire,TX,54.4,435.2
activity,2,2023-08-27,Nancy Watson,Brianville,PA,85.88,171.76
radio,10,2023-03-10,Patrick White,Sanchezview,WA,19.25,192.5
take,4,2023-10-02,Ms. Jennifer Collins,Jonesfurt,TN,14.31,57.24
wrong,1,2023-12-22,Jackie Bauer,West Sarah,CT,22.49,22.49
whose,6,2023-07-07,Mike Brown,East Erikbury,VA,87.52,525.12
around,7,2023-02-21,Nancy Green,Barbaraview,KY,30.37,212.59
environment,2,2023-12-24,Monica Wolf PhD,Jonathanchester,NV,27.2,54.4
us,6,2023-12-24,Alicia Moyer,East Caitlinfurt,WY,83.45,500.7
how,9,2023-05-01,Amy Schmidt,Davidfort,MI,99.06,891.54
week,1,2023-03-09,Douglas Brown,East Dillon,PR,33.37,33.37
pattern,1,2023-04-18,Aaron Jarvis,Waterschester,KY,19.97,19.97
room,5,2023-08-09,Leah Martin DVM,Amberland,VI,16.75,83.75
right,6,2023-07-06,Crystal Galvan,Campbellport,ID,71.91,431.46
national,7,2023-06-09,Patrick Munoz,Port Linda,AK,34.29,240.03
record,3,2023-01-15,Cameron Patrick,Aguilartown,NY,93.24,279.72
outside,10,2023-08-14,Samantha Turner,North Amanda,IN,51.46,514.6
many,3,2023-01-05,Natalie Sherman,Beasleyfurt,NJ,38.74,116.22
part,3,2023-02-01,Andrew Key,Port Patricia,MP,77.77,233.31
without,7,2023-02-13,Tina Davidson,Lake Josephmouth,MA,67.32,471.24
ready,2,2023-12-16,Kimberly Miller,West Jesse,NE,56.96,113.92
everybody,4,2023-02-07,Cathy Arellano,Hoffmanfurt,MN,62.01,248.04
here,8,2023-09-28,Carolyn Garcia,Ortizside,FM,97.87,782.96
long,6,2023-01-12,Shawn West,New Audrey,NE,79.54,477.24
task,8,2023-03-17,Mr. Joshua Walker,New Rachelburgh,MT,30.32,242.56
director,5,2023-12-13,Kimberly Melton,Port Kathleenville,ND,78.96,394.8
management,2,2023-10-23,Michael Gray,Lake Richardside,UT,41.77,83.54
nor,4,2023-11-17,Ashley Chapman,Joshuafurt,ND,69.35,277.4
girl,4,2023-10-14,Caitlyn Martin,East Jessica,MI,72.55,290.2
debate,2,2023-11-26,Kristen Gross,Vargasview,WI,97.46,194.92
public,1,2023-04-17,Kathleen Mitchell,New Brandy,SD,29.12,29.12
together,4,2023-12-16,Melanie Jones,Karentown,FL,52.13,208.52
peace,7,2023-02-07,Daniel Bryan,Abigailview,MI,26.91,188.37
word,2,2023-09-12,Anthony Velasquez,Whitneyland,OR,40.64,81.28
entire,10,2023-05-27,Rachel Clark,East Carmenhaven,CO,78.54,785.4
unit,9,2023-03-08,Erin Griffin,New Peter,OH,87.26,785.34
science,5,2023-01-23,Kevin Gibson,Karenstad,MT,73.77,368.85
I,3,2023-03-21,Eric Carter,Smithfurt,NV,86.3,258.9
key,2,2023-02-20,Mr. Joshua Smith,Timothyhaven,MA,92.27,184.54
past,4,2023-10-29,Jennifer Miller,Shermanborough,VA,92.5,370.0
environmental,7,2023-06-16,Marissa Robbins,North Andrew,PR,97.76,684.32
body,10,2023-10-29,Louis Hall,Lake Jacqueline,OK,56.21,562.1
talk,7,2023-10-17,Ricky Duffy,Bryanberg,PW,26.92,188.44
others,5,2023-09-24,Kevin Day,Nguyenside,MH,48.08,240.4
born,5,2023-05-26,Terri Marsh,Cunninghamfort,OH,95.63,478.15
shoulder,10,2023-08-31,Deborah Morgan,South Cindy,AZ,68.35,683.5
though,3,2023-05-17,Gary Nelson,Robertfort,MS,51.49,154.47
director,2,2023-05-12,Daniel Goodman,South Richard,KS,77.05,154.1
organization,4,2023-04-16,Gary Harper,Stephenberg,TX,11.49,45.96
mention,8,2023-06-13,Richard Estrada,East Yolandamouth,NJ,26.83,214.64
box,1,2023-12-11,Marie Daugherty,East Elizabeth,WV,52.86,52.86
place,9,2022-12-30,Joseph Gonzales,East Sierrafort,IA,50.74,456.66
note,5,2023-06-05,Ryan Griffin,Harrisport,IN,20.65,103.25
hard,9,2023-12-03,Katherine Parks,Bryanfurt,NM,17.57,158.13
economy,7,2022-12-31,Alexander Brown,Port Mitchell,SC,29.09,203.63
none,7,2023-04-28,William Mora,Hendersontown,NV,55.2,386.4
fill,9,2022-12-26,Jane Peterson,South Johnfort,VA,40.04,360.36
fall,8,2023-02-04,Anthony Greene,Abigailside,SD,34.53,276.24
although,2,2023-01-05,Michael Johnson,Coryburgh,GU,14.42,28.84
cut,7,2023-09-27,Michael Rodriguez,South Luis,CA,75.88,531.16
common,7,2023-08-28,Robert Warren,Jamieview,MO,27.45,192.15
coach,4,2023-03-18,Karen Silva,Greeneside,ID,46.24,184.96
serious,10,2023-08-24,Michael Johnson,South Ronaldborough,LA,34.83,348.3
reality,10,2023-08-06,Kristine Henson,Frenchville,NY,54.43,544.3
leader,7,2023-06-12,Michael Weaver,Campbellmouth,ID,19.83,138.81
collection,1,2023-10-15,Misty Miller,Shannonchester,AZ,68.17,68.17
buy,2,2023-11-22,Daniel Robles,Port Daniellemouth,NV,29.76,59.52
condition,1,2023-04-22,Jennifer Wall,Hendersonchester,NJ,90.56,90.56
woman,10,2023-04-19,Jordan Hill DDS,Andreaberg,NY,33.96,339.6
inside,2,2023-10-04,Laura Wilson,Gonzalezfurt,NE,57.89,115.78
his,5,2023-04-24,Jason Hansen,Manningmouth,OH,30.38,151.9
nor,10,2023-10-21,Christopher Ochoa,Port John,WA,72.96,729.6
approach,7,2023-05-05,Kelly Sosa,Sarahside,MS,45.27,316.89
best,2,2023-05-20,Thomas Ellis,Port Josephside,CT,29.79,59.58
see,5,2023-08-14,Katherine Phillips,East Jacktown,GU,54.57,272.85
like,3,2023-04-06,Leslie Crawford,Pennyville,NY,80.72,242.16
current,6,2023-06-17,Michael Beltran,Malonefurt,PA,67.32,403.92
rule,10,2023-02-17,Jonathan Jackson,Dalechester,GU,35.92,359.2
nor,1,2023-10-08,Ashley Esparza,Butlermouth,WY,18.48,18.48
continue,9,2023-04-05,Vickie Morris,Humphreyhaven,WI,91.7,825.3
why,10,2023-05-28,Vanessa Cummings,Melissamouth,VI,52.91,529.1
fight,5,2023-12-22,Lisa Reyes,New Laura,NE,86.73,433.65
run,4,2023-07-06,Daniel Bradley,Watsonville,SD,25.32,101.28
imagine,2,2023-04-12,Joanna Hernandez,Thomasmouth,CA,25.0,50.0
time,6,2023-12-03,Richard Johnson,East Brianhaven,UT,90.99,545.94
stop,3,2023-06-07,Laura Guzman,New Luke,TN,96.6,289.8
degree,8,2023-11-26,Rebecca Thomas,North Danielton,CA,48.51,388.08
case,1,2023-09-19,Cassandra Morales,Taylorbury,OR,25.98,25.98
give,5,2023-09-12,Kathryn Martinez,South Melissa,CO,89.31,446.55
alone,3,2023-06-22,Phillip Edwards,Lake Kimberlymouth,VT,71.13,213.39
whatever,1,2023-02-15,Stephanie Solis,Rogersmouth,UT,63.46,63.46
stuff,8,2023-12-15,Bonnie Miller,Walkerchester,MD,62.48,499.84
hope,8,2023-03-12,Mr. Chris Kennedy,South Edwardberg,NM,88.59,708.72
present,8,2023-10-03,Tina Moore,Reedhaven,AZ,19.84,158.72
realize,1,2023-02-09,Richard Walker,Jonesmouth,MH,61.05,61.05
when,5,2023-01-09,Ryan Preston,Heatherstad,MO,85.18,425.9
might,9,2023-11-20,Brandi Scott,Garciaview,NJ,55.28,497.52
